page_total_likes,category,post_month,post_hour,paid,total_interactions_log,type_Photo,type_Status,type_Video,post_weekday_2,post_weekday_3,post_weekday_4,post_weekday_5,post_weekday_6,post_weekday_7,time_of_day_morning,time_of_day_afternoon,time_of_day_evening
130791,1,7,13,0.0,5.241747015059643,1,0,0,1,0,0,0,0,0,0,1,0
130791,2,7,8,0.0,4.48863636973214,1,0,0,1,0,0,0,0,0,1,0,0
129600,2,7,12,0.0,4.7535901911063645,1,0,0,0,0,0,0,0,0,0,1,0
129600,3,7,6,0.0,4.77912349311153,1,0,0,0,0,0,0,0,0,1,0,0
129600,2,7,11,1.0,4.23410650459726,1,0,0,0,0,0,0,0,1,1,0,0
129600,1,7,6,1.0,4.454347296253507,1,0,0,0,0,0,0,0,1,1,0,0
129600,1,7,11,0.0,5.459585514144159,1,0,0,0,0,0,0,1,0,1,0,0
129600,3,7,5,0.0,5.616771097666572,1,0,0,0,0,0,0,1,0,0,0,0
129600,2,7,12,1.0,5.707110264748875,0,1,0,0,0,0,1,0,0,0,1,0
129600,3,7,3,0.0,6.714170529909472,1,0,0,0,0,0,1,0,0,0,0,0
129600,2,7,12,1.0,4.454347296253507,1,0,0,0,0,1,0,0,0,0,1,0
129600,1,7,6,1.0,5.081404364984463,1,0,0,0,0,1,0,0,0,1,0,0
129600,1,7,13,1.0,4.77912349311153,1,0,0,0,1,0,0,0,0,0,1,0
129600,2,7,1,0.0,5.318119993844216,1,0,0,0,1,0,0,0,0,0,0,0
129600,3,7,13,0.0,5.313205979041787,1,0,0,1,0,0,0,0,0,0,1,0
129600,2,7,7,1.0,4.969813299576001,1,0,0,1,0,0,0,0,0,1,0,0
129600,1,7,13,0.0,5.673323267171493,1,0,0,0,0,0,0,0,0,0,1,0
128032,2,7,3,0.0,4.382026634673881,1,0,0,0,0,0,0,0,0,0,0,0
128032,2,7,11,1.0,4.330733340286331,1,0,0,0,0,0,0,0,1,1,0,0
128032,3,7,3,0.0,6.391917113392602,1,0,0,0,0,0,0,0,1,0,0,0
128032,3,7,13,1.0,4.02535169073515,1,0,0,0,0,0,0,1,0,0,1,0
128032,1,7,3,0.0,4.624972813284271,1,0,0,0,0,0,0,1,0,0,0,0
128032,2,7,10,0.0,4.477336814478207,0,1,0,0,0,0,1,0,0,1,0,0
128032,1,7,3,0.0,5.278114659230517,1,0,0,0,0,0,1,0,0,0,0,0
128032,1,7,9,1.0,3.9889840465642745,1,0,0,0,0,1,0,0,0,1,0,0
128032,2,7,5,1.0,6.594413459749778,1,0,0,0,0,1,0,0,0,0,0,0
128032,1,7,10,1.0,5.598421958998375,1,0,0,0,1,0,0,0,0,1,0,0
127082,1,7,3,1.0,6.376726947898627,1,0,0,0,1,0,0,0,0,0,0,0
126424,3,7,12,0.0,5.147494476813453,1,0,0,0,0,1,0,0,0,0,1,0
126424,2,7,3,0.0,4.276666119016055,1,0,0,0,0,1,0,0,0,0,0,0
126424,2,7,13,0.0,5.003946305945459,0,1,0,0,1,0,0,0,0,0,1,0
126424,3,7,4,1.0,3.4339872044851463,1,0,0,0,1,0,0,0,0,0,0,0
126424,1,6,13,0.0,5.605802066295998,0,0,1,1,0,0,0,0,0,0,1,0
126345,1,6,9,1.0,5.389071729816501,1,0,0,1,0,0,0,0,0,1,0,0
126345,1,6,3,0.0,5.272999558563747,1,0,0,1,0,0,0,0,0,0,0,0
126345,2,6,12,0.0,3.912023005428146,1,0,0,0,0,0,0,0,0,0,1,0
126345,2,6,4,0.0,4.499809670330265,1,0,0,0,0,0,0,0,0,0,0,0
126345,2,6,11,0.0,4.770684624465665,0,1,0,0,0,0,0,0,1,1,0,0
126141,1,6,4,1.0,3.6888794541139363,1,0,0,0,0,0,0,0,1,0,0,0
126141,1,6,12,0.0,5.030437921392435,1,0,0,0,0,0,0,1,0,0,1,0
126141,2,6,4,0.0,4.553876891600541,0,1,0,0,0,0,0,1,0,0,0,0
126141,1,6,11,1.0,2.9444389791664403,1,0,0,0,0,0,1,0,0,1,0,0
126141,1,6,22,1.0,4.836281906951478,1,0,0,0,0,1,0,0,0,0,0,1
126141,1,6,12,0.0,6.406879986069314,1,0,0,0,0,1,0,0,0,0,1,0
125612,1,6,11,0.0,4.219507705176107,1,0,0,0,0,1,0,0,0,1,0,0
125612,1,6,7,0.0,3.258096538021482,1,0,0,0,0,1,0,0,0,1,0,0
125612,2,6,3,0.0,5.153291594497779,1,0,0,0,0,1,0,0,0,0,0,0
125612,1,6,11,0.0,3.2188758248682006,1,0,0,0,1,0,0,0,0,1,0,0
125612,2,6,3,0.0,4.564348191467836,1,0,0,0,1,0,0,0,0,0,0,0
125612,1,6,13,0.0,4.543294782270004,1,0,0,1,0,0,0,0,0,0,1,0
125612,1,6,2,0.0,4.204692619390966,1,0,0,1,0,0,0,0,0,0,0,0
125612,3,6,14,0.0,4.770684624465665,1,0,0,0,0,0,0,0,0,0,1,0
125612,3,6,3,0.0,4.290459441148391,1,0,0,0,0,0,0,0,0,0,0,0
125612,2,6,11,0.0,4.553876891600541,1,0,0,0,0,0,0,0,1,1,0,0
124940,1,6,4,0.0,2.772588722239781,1,0,0,0,0,0,0,0,1,0,0,0
124940,2,6,9,0.0,5.655991810819852,1,0,0,0,0,0,0,1,0,1,0,0
124940,3,6,2,1.0,4.499809670330265,1,0,0,0,0,0,0,1,0,0,0,0
124940,1,6,13,1.0,5.459585514144159,1,0,0,0,0,0,1,0,0,0,1,0
124940,3,6,3,1.0,5.8971538676367405,1,0,0,0,0,0,1,0,0,0,0,0
124940,1,6,12,0.0,5.049856007249537,1,0,0,0,0,1,0,0,0,0,1,0
124940,3,6,2,0.0,5.476463551931511,1,0,0,0,0,1,0,0,0,0,0,0
124940,2,6,13,0.0,5.241747015059643,1,0,0,0,1,0,0,0,0,0,1,0
124940,3,6,3,1.0,5.220355825078324,1,0,0,0,1,0,0,0,0,0,0,0
124940,3,6,13,0.0,5.099866427824199,1,0,0,1,0,0,0,0,0,0,1,0
124940,3,6,3,0.0,4.912654885736052,1,0,0,1,0,0,0,0,0,0,0,0
124940,1,6,13,0.0,3.258096538021482,1,0,0,0,0,0,0,0,0,0,1,0
124940,3,6,3,0.0,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0
124940,3,6,10,0.0,4.30406509320417,1,0,0,0,0,0,0,0,1,1,0,0
124940,3,6,3,1.0,4.418840607796598,1,0,0,0,0,0,0,0,1,0,0,0
124940,1,6,12,1.0,3.367295829986474,1,0,0,0,0,0,0,1,0,0,1,0
124940,3,6,4,0.0,5.389071729816501,1,0,0,0,0,0,0,1,0,0,0,0
123047,3,6,12,0.0,4.330733340286331,1,0,0,0,0,0,1,0,0,0,1,0
123047,2,6,3,0.0,4.51085950651685,1,0,0,0,0,0,1,0,0,0,0,0
123047,3,6,13,0.0,5.424950017481403,1,0,0,0,0,1,0,0,0,0,1,0
123047,2,6,5,1.0,5.4638318050256105,1,0,0,0,0,1,0,0,0,0,0,0
123047,1,6,11,0.0,3.7376696182833684,1,0,0,0,1,0,0,0,0,1,0,0
123047,3,6,13,0.0,4.0943445622221,1,0,0,1,0,0,0,0,0,0,1,0
123047,3,6,5,1.0,4.430816798843313,1,0,0,1,0,0,0,0,0,0,0,0
123047,3,6,10,0.0,7.272398392570047,1,0,0,0,0,0,0,0,0,1,0,0
123047,3,6,3,1.0,4.189654742026425,1,0,0,0,0,0,0,0,0,0,0,0
121540,3,6,3,0.0,3.828641396489095,1,0,0,0,0,0,0,0,0,0,0,0
121540,2,5,14,0.0,4.584967478670572,1,0,0,0,0,0,0,0,1,0,1,0
120050,3,5,9,1.0,4.812184355372417,1,0,0,0,0,0,1,0,0,1,0,0
120050,3,5,12,0.0,6.539585955617669,1,0,0,0,0,1,0,0,0,0,1,0
120050,3,5,4,1.0,5.198497031265826,1,0,0,0,0,1,0,0,0,0,0,0
120050,3,5,12,0.0,5.529429087511423,1,0,0,0,1,0,0,0,0,0,1,0
119198,3,5,5,0.0,4.90527477843843,1,0,0,0,1,0,0,0,0,0,0,0
119198,3,5,12,0.0,4.110873864173311,1,0,0,1,0,0,0,0,0,0,1,0
119198,3,5,1,0.0,4.442651256490317,1,0,0,1,0,0,0,0,0,0,0,0
119198,2,5,2,0.0,4.219507705176107,0,1,0,0,0,0,0,0,0,0,0,0
119198,2,5,2,0.0,5.198497031265826,1,0,0,0,0,0,0,0,1,0,0,0
119198,3,5,14,0.0,4.430816798843313,1,0,0,0,0,0,0,1,0,0,1,0
119198,3,5,6,0.0,4.605170185988092,1,0,0,0,0,0,0,1,0,1,0,0
119198,3,5,10,1.0,5.749392985908253,1,0,0,0,0,0,1,0,0,1,0,0
117764,1,5,10,0.0,5.968707559985366,1,0,0,0,0,1,0,0,0,1,0,0
117764,3,5,4,0.0,5.541263545158426,1,0,0,0,0,1,0,0,0,0,0,0
117764,3,5,11,0.0,4.74493212836325,1,0,0,0,1,0,0,0,0,1,0,0
117764,2,5,11,0.0,5.4510384535657,1,0,0,1,0,0,0,0,0,1,0,0
117764,3,5,13,1.0,4.919980925828125,1,0,0,0,0,0,0,0,0,0,1,0
117764,1,5,2,0.0,4.1588830833596715,0,0,0,0,0,0,0,0,0,0,0,0
117764,3,5,13,1.0,5.19295685089021,1,0,0,0,0,0,0,0,1,0,1,0
117764,3,5,2,0.0,6.855408798609928,1,0,0,0,0,0,0,0,1,0,0,0
117764,3,5,13,0.0,4.290459441148391,1,0,0,0,0,0,0,1,0,0,1,0
117764,3,5,8,1.0,5.25227342804663,1,0,0,0,0,0,0,1,0,1,0,0
117764,3,5,13,0.0,7.499423290592229,1,0,0,0,0,0,1,0,0,0,1,0
116435,2,5,9,0.0,5.25227342804663,1,0,0,0,0,0,1,0,0,1,0,0
116435,3,5,13,1.0,5.318119993844216,1,0,0,0,0,1,0,0,0,0,1,0
116435,1,5,3,1.0,5.545177444479562,0,1,0,0,0,1,0,0,0,0,0,0
116435,3,5,7,0.0,6.063785208687608,1,0,0,0,1,0,0,0,0,1,0,0
116435,2,5,14,0.0,4.77912349311153,1,0,0,1,0,0,0,0,0,0,1,0
116435,1,5,8,0.0,5.241747015059643,1,0,0,1,0,0,0,0,0,1,0,0
116435,3,5,13,0.0,5.123963979403259,1,0,0,0,0,0,0,0,0,0,1,0
116091,2,5,3,0.0,5.736572297479192,1,0,0,0,0,0,0,0,0,0,0,0
116091,2,5,14,0.0,5.1647859739235145,1,0,0,0,0,0,0,0,1,0,1,0
116091,3,5,2,0.0,5.817111159963204,1,0,0,0,0,0,0,0,1,0,0,0
116091,1,5,9,0.0,4.605170185988092,1,0,0,0,0,0,0,1,0,1,0,0
116091,3,5,3,0.0,4.663439094112067,1,0,0,0,0,0,0,1,0,0,0,0
116091,2,5,7,0.0,5.117993812416755,0,1,0,0,0,0,1,0,0,1,0,0
115893,3,4,15,1.0,5.351858133476067,1,0,0,0,0,1,0,0,0,0,1,0
115893,1,4,13,0.0,5.4680601411351315,1,0,0,0,1,0,0,0,0,0,1,0
115368,3,4,8,0.0,5.062595033026967,1,0,0,0,1,0,0,0,0,1,0,0
115368,3,4,13,0.0,5.87493073085203,1,0,0,1,0,0,0,0,0,0,1,0
115368,3,4,2,1.0,5.247024072160486,1,0,0,1,0,0,0,0,0,0,0,0
115368,1,4,2,0.0,4.007333185232471,1,0,0,0,0,0,0,0,0,0,0,0
113028,2,4,3,1.0,5.303304908059076,1,0,0,0,0,0,0,0,1,0,0,0
113028,1,4,14,0.0,6.270988431858299,1,0,0,0,0,0,0,1,0,0,1,0
113028,2,4,3,1.0,6.376726947898627,0,1,0,0,0,0,0,1,0,0,0,0
113028,1,4,7,1.0,4.04305126783455,0,0,0,0,0,0,1,0,0,1,0,0
113028,1,4,5,0.0,4.804021044733257,1,0,0,0,0,0,1,0,0,0,0,0
113028,1,4,12,1.0,4.330733340286331,1,0,0,0,0,1,0,0,0,0,1,0
111620,3,4,7,1.0,5.75890177387728,1,0,0,0,0,1,0,0,0,1,0,0
111620,3,4,7,0.0,4.382026634673881,1,0,0,0,1,0,0,0,0,1,0,0
111620,3,4,13,1.0,5.69035945432406,1,0,0,1,0,0,0,0,0,0,1,0
111620,1,4,6,1.0,5.111987788356544,1,0,0,1,0,0,0,0,0,1,0,0
111620,3,4,14,1.0,7.686162303492906,1,0,0,0,0,0,0,0,0,0,1,0
111620,1,4,14,0.0,5.3612921657094255,1,0,0,0,0,0,0,0,1,0,1,0
109670,3,4,20,0.0,5.638354669333745,1,0,0,0,0,0,0,1,0,0,0,1
109670,1,4,13,0.0,4.477336814478207,1,0,0,0,0,0,0,1,0,0,1,0
109670,3,4,3,0.0,4.812184355372417,1,0,0,0,0,0,0,1,0,0,0,0
109670,1,4,13,0.0,4.248495242049359,1,0,0,0,0,0,1,0,0,0,1,0
109670,3,4,7,1.0,5.214935757608986,1,0,0,0,0,0,1,0,0,1,0,0
109670,1,4,3,0.0,4.04305126783455,1,0,0,0,0,1,0,0,0,0,0,0
109670,1,4,13,1.0,4.844187086458591,1,0,0,0,1,0,0,0,0,0,1,0
109670,1,4,8,0.0,3.713572066704308,1,0,0,0,1,0,0,0,0,1,0,0
109670,1,4,13,0.0,3.8066624897703196,1,0,0,1,0,0,0,0,0,0,1,0
109670,3,4,2,1.0,4.143134726391533,1,0,0,1,0,0,0,0,0,0,0,0
109670,2,4,13,1.0,6.782192056006791,1,0,0,0,0,0,0,0,0,0,1,0
109670,1,4,2,0.0,4.7535901911063645,1,0,0,0,0,0,0,0,0,0,0,0
109670,3,4,14,0.0,4.276666119016055,1,0,0,0,0,0,0,0,1,0,1,0
107907,3,4,13,0.0,4.9344739331306915,1,0,0,0,0,0,0,0,1,0,1,0
107907,1,4,9,0.0,4.07753744390572,1,0,0,0,0,0,0,1,0,1,0,0
107907,3,4,3,1.0,4.7535901911063645,1,0,0,0,0,0,0,1,0,0,0,0
107907,1,4,9,0.0,4.584967478670572,1,0,0,0,0,0,1,0,0,1,0,0
107907,3,4,3,0.0,4.51085950651685,1,0,0,0,0,0,1,0,0,0,0,0
107907,3,4,13,0.0,5.420534999272286,1,0,0,0,0,1,0,0,0,0,1,0
107907,3,4,5,1.0,4.812184355372417,1,0,0,0,0,1,0,0,0,0,0,0
107907,1,4,13,1.0,5.932245187448011,1,0,0,0,1,0,0,0,0,0,1,0
107907,1,4,4,1.0,5.0106352940962555,1,0,0,0,1,0,0,0,0,0,0,0
107907,1,4,6,0.0,6.042632833682381,0,0,0,1,0,0,0,0,0,1,0,0
107907,3,4,3,0.0,4.356708826689592,1,0,0,0,0,0,0,0,0,0,0,0
107907,3,4,10,0.0,4.51085950651685,1,0,0,0,0,0,0,0,1,1,0,0
107907,3,4,3,0.0,4.8283137373023015,1,0,0,0,0,0,0,0,1,0,0,0
106928,3,4,9,1.0,4.219507705176107,1,0,0,0,0,0,0,1,0,1,0,0
106928,1,4,4,0.0,3.8066624897703196,0,0,0,0,0,0,0,1,0,0,0,0
106928,2,4,13,0.0,5.1298987149230735,1,0,0,0,0,0,1,0,0,0,1,0
106928,2,4,3,0.0,5.159055299214529,1,0,0,0,0,0,1,0,0,0,0,0
106928,3,4,13,0.0,4.5217885770490405,1,0,0,0,0,1,0,0,0,0,1,0
106928,1,4,3,1.0,4.653960350157523,1,0,0,0,0,1,0,0,0,0,0,0
104070,1,3,14,1.0,4.406719247264253,1,0,0,0,0,0,1,0,0,0,1,0
104070,1,3,14,1.0,5.342334251964811,1,0,0,0,0,1,0,0,0,0,1,0
104070,1,3,7,0.0,5.521460917862246,1,0,0,0,0,1,0,0,0,1,0,0
104070,1,3,15,0.0,3.5553480614894135,0,1,0,0,1,0,0,0,0,0,1,0
104070,1,3,10,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0
102112,1,3,10,0.0,3.6888794541139363,1,0,0,0,1,0,0,0,0,1,0,0
102112,1,3,4,0.0,3.9889840465642745,1,0,0,0,1,0,0,0,0,0,0,0
102112,1,3,12,0.0,4.31748811353631,1,0,0,1,0,0,0,0,0,0,1,0
102112,1,3,3,0.0,3.6888794541139363,1,0,0,1,0,0,0,0,0,0,0,0
102112,1,3,19,0.0,1.0986122886681098,1,0,0,0,0,0,0,0,0,0,0,1
102112,1,3,18,0.0,4.795790545596741,1,0,0,0,0,0,0,0,0,0,0,1
102112,1,3,18,0.0,3.6635616461296463,1,0,0,0,0,0,0,0,0,0,0,1
102112,3,3,3,0.0,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0
100732,1,3,18,0.0,2.0794415416798357,1,0,0,0,0,0,0,0,1,0,0,1
100732,1,3,17,0.0,5.442417710521793,1,0,0,0,0,0,0,0,1,0,1,0
100732,1,3,15,0.0,1.0986122886681098,1,0,0,0,0,0,0,0,1,0,1,0
100732,1,3,15,0.0,1.3862943611198906,1,0,0,0,0,0,0,0,1,0,1,0
100732,1,3,14,0.0,1.9459101490553132,0,0,0,0,0,0,0,0,1,0,1,0
100732,1,3,12,0.0,1.6094379124341003,1,0,0,0,0,0,0,0,1,0,1,0
100732,1,3,17,0.0,1.791759469228055,1,0,0,0,0,0,0,1,0,0,1,0
100732,1,3,17,0.0,5.472270673671475,1,0,0,0,0,0,0,1,0,0,1,0
100732,1,3,15,0.0,2.8903717578961645,1,0,0,0,0,0,0,1,0,0,1,0
100732,1,3,15,0.0,4.709530201312334,1,0,0,0,0,0,0,1,0,0,1,0
100732,1,3,13,1.0,4.969813299576001,1,0,0,0,0,0,0,1,0,0,1,0
100732,1,3,10,0.0,5.0106352940962555,1,0,0,0,0,0,0,1,0,1,0,0
98195,2,3,6,0.0,3.912023005428146,0,0,0,0,0,0,0,1,0,1,0,0
98195,1,3,3,0.0,4.465908118654584,1,0,0,0,0,0,0,1,0,0,0,0
98195,1,3,10,0.0,3.6109179126442243,1,0,0,0,0,0,1,0,0,1,0,0
98195,1,3,4,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0
98195,3,3,13,0.0,6.648984550024776,1,0,0,0,0,1,0,0,0,0,1,0
96749,3,3,9,0.0,4.30406509320417,1,0,0,1,0,0,0,0,0,1,0,0
96749,2,3,5,0.0,4.23410650459726,1,0,0,1,0,0,0,0,0,0,0,0
96749,1,3,13,1.0,4.1588830833596715,1,0,0,0,0,0,0,0,0,0,1,0
96749,1,3,2,1.0,5.43372200355424,1,0,0,0,0,0,0,0,0,0,0,0
96749,1,3,10,1.0,4.77912349311153,1,0,0,0,0,0,0,0,1,1,0,0
96749,1,3,5,1.0,4.219507705176107,1,0,0,0,0,0,0,0,1,0,0,0
93684,1,2,13,1.0,5.58724865840025,1,0,0,0,0,0,0,1,0,0,1,0
93577,1,2,6,0.0,5.153291594497779,1,0,0,0,0,0,0,1,0,1,0,0
93470,1,2,12,0.0,4.836281906951478,1,0,0,0,0,0,1,0,0,0,1,0
93363,1,2,6,0.0,4.23410650459726,1,0,0,0,0,0,1,0,0,1,0,0
93256,3,2,12,0.0,4.859812404361672,1,0,0,0,0,1,0,0,0,0,1,0
93149,3,2,3,0.0,5.645446897643238,1,0,0,0,0,1,0,0,0,0,0,0
93042,3,2,13,0.0,5.384495062789089,1,0,0,0,1,0,0,0,0,0,1,0
92935,1,2,9,1.0,3.4011973816621555,1,0,0,0,1,0,0,0,0,1,0,0
92828,1,2,6,0.0,5.187385805840755,1,0,0,0,1,0,0,0,0,1,0,0
92721,3,2,13,0.0,5.111987788356544,1,0,0,1,0,0,0,0,0,0,1,0
92614,2,2,3,1.0,5.099866427824199,1,0,0,1,0,0,0,0,0,0,0,0
92507,3,2,13,0.0,7.535830462798367,1,0,0,0,0,0,0,0,0,0,1,0
92400,1,2,4,0.0,4.564348191467836,1,0,0,0,0,0,0,0,0,0,0,0
92293,3,2,13,1.0,5.7430031878094825,1,0,0,0,0,0,0,0,1,0,1,0
92186,3,2,2,1.0,5.176149732573829,1,0,0,0,0,0,0,0,1,0,0,0
92079,1,2,13,0.0,5.749392985908253,1,0,0,0,0,0,0,1,0,0,1,0
91972,3,2,3,0.0,5.14166355650266,1,0,0,0,0,0,0,1,0,0,0,0
91865,2,2,13,1.0,4.276666119016055,1,0,0,0,0,0,1,0,0,0,1,0
91758,2,2,3,1.0,5.476463551931511,1,0,0,0,0,0,1,0,0,0,0,0
91651,1,2,12,0.0,5.723585101952381,1,0,0,0,0,1,0,0,0,0,1,0
91544,3,2,3,0.0,5.579729825986222,1,0,0,0,0,1,0,0,0,0,0,0
91437,1,2,13,0.0,4.882801922586371,0,0,0,0,1,0,0,0,0,0,1,0
91330,3,2,3,0.0,5.41610040220442,1,0,0,0,1,0,0,0,0,0,0,0
91223,1,2,13,0.0,4.127134385045092,1,0,0,1,0,0,0,0,0,0,1,0
91116,3,2,4,1.0,5.209486152841421,1,0,0,1,0,0,0,0,0,0,0,0
91009,1,2,12,0.0,4.465908118654584,1,0,0,0,0,0,0,0,0,0,1,0
86909,3,1,16,1.0,4.442651256490317,1,0,0,0,0,0,0,1,0,0,1,0
86909,1,1,10,1.0,6.452048954437226,1,0,0,0,0,0,0,1,0,1,0,0
86909,1,1,4,0.0,4.68213122712422,0,0,0,0,0,0,0,1,0,0,0,0
86909,3,1,13,0.0,4.672828834461906,1,0,0,0,0,0,1,0,0,0,1,0
86909,3,1,4,0.0,4.852030263919617,1,0,0,0,0,0,1,0,0,0,0,0
86909,2,1,11,0.0,6.246106765481563,1,0,0,0,0,1,0,0,0,1,0,0
86491,1,1,4,1.0,2.0794415416798357,0,0,0,0,0,1,0,0,0,0,0,0
86491,3,1,10,0.0,5.424950017481403,1,0,0,0,1,0,0,0,0,1,0,0
86491,2,1,3,0.0,4.584967478670572,1,0,0,0,1,0,0,0,0,0,0,0
86491,3,1,7,0.0,4.6913478822291435,1,0,0,1,0,0,0,0,0,1,0,0
86491,1,1,2,0.0,2.70805020110221,0,0,0,1,0,0,0,0,0,0,0,0
85979,3,1,12,0.0,4.430816798843313,1,0,0,0,0,0,0,0,0,0,1,0
85979,3,1,2,0.0,4.204692619390966,1,0,0,0,0,0,0,0,0,0,0,0
85979,3,1,10,0.0,5.937536205082426,1,0,0,0,0,0,0,0,1,1,0,0
85979,3,1,2,0.0,4.6443908991413725,1,0,0,0,0,0,0,0,1,0,0,0
85979,3,1,11,0.0,4.709530201312334,1,0,0,0,0,0,0,1,0,1,0,0
85979,3,1,3,1.0,5.030437921392435,1,0,0,0,0,0,0,1,0,0,0,0
85979,1,1,11,0.0,4.927253685157205,0,0,0,0,0,0,1,0,0,1,0,0
85093,3,1,2,0.0,5.552959584921617,1,0,0,0,0,0,0,0,0,0,0,0
85093,3,1,10,0.0,5.176149732573829,1,0,0,0,0,0,0,0,1,1,0,0
85093,3,1,2,0.0,4.442651256490317,1,0,0,0,0,0,0,0,1,0,0,0
81370,2,1,8,0.0,4.330733340286331,1,0,0,0,0,0,1,0,0,1,0,0
81370,1,1,2,0.0,4.7535901911063645,1,0,0,0,0,0,1,0,0,0,0,0
81370,3,1,11,0.0,4.919980925828125,1,0,0,0,0,1,0,0,0,1,0,0
